procedure id,#instructions,#samples,inYara?,cbf45c52046564af6fa40b65bc41725e23935cd7
75b1e39f6ec097615668a88f24bd9ec9,92,1,False,0x50c00
75f496199ddd6019f57f02a78061a040,145,1,False,0x49af0
769b413ba5ce6b73ee1eb8839c9450e9,740,1,False,0x2d1e0
77266241002dff83a48105d82ec0c32a,6,1,False,0x4da30
7788ecdffd743dcb4136e36ed217d970,64,1,False,0x4ed50
77c522f3f4b3bf18020591306df6ba4a,61,1,False,0x10648
789950c96d1669973becfd5ffebadbd4,200,1,False,0x7524
789e47185283c4b0d570a885f3755696,38,1,False,0x34728
78e19df5621460002732986e857af74b,122,1,False,0x18200
78ff9cc39ef59847ebf0682ec8e91214,96,1,False,0x4e300
79820798d2c178601d76942d82e01443,179,1,False,0x16a6c
7a44488829a03990946a0463e2e92ac1,31,1,False,0x4ee60
7ac7d4d11f9ef910c96d395acab8e2a7,31,1,False,0x50d80
7ae84953a5d8fc87a9bd694eaf822e00,6,1,False,0xd9a8
7b3c04f1295d911dff7cdeaeeca4fd47,136,1,False,0x49d38
7ba767b6f1b9fffa5c9c41fdd5ac8b20,73,1,False,0x5a84
7cafccb63ca2cf6e1bd375a27063d4a0,197,1,False,0x32938
7d5f45bde6a5f6ce7de8cdfb26d0d217,118,1,False,0x39324
7ebbd3ea7773df12e7c5f48ed719fe1c,30,1,False,0x5320
7ef6701f49ced26c4a3d4ae09b773158,751,1,False,0x19adc
7f2cdce9b9e0896effc3d4b5cd35d4cf,15,1,False,0x1f360
7f67a6955adcd8992e0e6ff50cf098e3,56,1,False,0x55440
7f707a864522c3f1643224509867a8af,42,1,False,0x2fbe0
7f7b22e3d687fa0e18cbfcfc385c6ea7,443,1,False,0x13268
7f9d308f5573cc73cb63ae4afd28a669,80,1,False,0x1fc7c
81b9df126997d780dbfe90a04813b02e,280,1,False,0x28394
81c446953ea55182fbd5173c7f779904,118,1,False,0x16d3c
81f679215a3c8e78631b8b5b3f4e7ce5,12,1,False,0x13a0
8211ca98961c4bbe09057c5f7a66287a,37,1,False,0x28a48
822a9bc22e4b7cc73407a4f2123070d8,245,1,True,0x58c60
82618ce8979fd866721258a9c5bf9731,28,1,False,0x17c14
828f4273a9d6e44f5dc15fa494c22efe,69,1,False,0x2a86c
837959e7c636414e1660b987b6a833e3,11,1,False,0xffd0
83d2dda8919671b3e1526cb8af036791,24,1,False,0x4ec70
84ecc095aa6ba5ad2fa259829ae69c12,109,1,False,0xe450
85f2401a41cf5270c66b04ccf6872a4b,33,1,False,0x54970
8600915d4857b262331060212e86a805,46,1,False,0x5d18
862991e2879a30ab56906ea5de951de9,18,1,False,0x5b490
865df217621917b9e4aed08750214ec8,38,1,False,0x174f0
86f09fe2e6d11981f3edfd22d0c0d9d5,95,1,True,0x2ab18
870182e0d2d5613f042ea6144489d4cf,104,1,True,0x59bc0
87b148ec204fff0df8bfcfefdcb5d745,76,1,False,0x4d74
87e4557f2e50760ebc66187a7a511cae,21,1,False,0x5b170
8828b3cb268ff7bf0c3c66c75cd82768,17,1,False,0xbc50
88e9fedf9dd0b1a9b99a3b00e1450bca,11,1,False,0x52b38
8935fd2b17b4a71a428617e789a1a118,87,1,False,0x2eeb0
89705a4f69b29ab2241b1be016f8339f,21,1,False,0x59d70
8aa6d66b31d7c0b766f6a181461930ff,386,1,False,0x1003c
8cd479f2deb330f1ba3e5dcb0451556a,6,1,False,0x13df0
8d408297ba533b9abf5eb2f00907a14f,91,1,True,0x1ffbc
8e73d26c2bfea15441daa9097825f4b9,231,1,True,0x30914
8ed9abf4daf8c823c71271488047115f,22,1,True,0x422f0
8ff6f0d88c4846ed0af059ba00add21c,916,1,False,0x2dd74
90256f8c2b62ab5751ea7f4e931272fa,84,1,False,0x5ab20
9033241bfa2d995cb5f45885b8cc1321,27,1,False,0x55390
905ba0c0c4037dc30770524c6e549f21,37,1,True,0xac4c
908faea9c3157be9193340973df6dc01,40,1,True,0x2fa8c
90a2acd52ca84a706b22acedc0782be7,24,1,False,0x11f28
90de8e3c81a085f3dc2b3b4db4b505aa,124,1,False,0x5a2cc
90fba6dc056bd4fa493016a5af952a92,636,1,False,0x2c150
910fed7a51e5e10449d19b1b0bf606c9,7,1,False,0x123c8
9174dbd4309c1798cf14d992baf88e3f,58,1,True,0x20a70
91a08c344c9994d5e56393b25768ebc6,31,1,False,0x49518
92040bc54e32097a8aac97e558113c0c,119,1,False,0x383cc
922646a53e7ce9ad6d951e9745446c16,14,1,True,0x5f4c
922e966735984b314d70319f8021cca7,56,1,False,0x4eee0
92332deb6eaf12e9a2ce2b83b1d2f9b0,15,1,False,0x4bd8
9271e7ac4ad7a5cd1d50c85ab8e7394c,31,1,False,0x2ee4
92926f711501c02b1486e92b86eabaa7,33,1,False,0x24a60
93d5f5d4398aec4c3743d34348155364,277,1,False,0x24e28
942e9b1e6aa96667a45126c395852820,78,1,True,0x4afd8
94aaa3a655632e52d3a2307cd808ef2a,128,1,True,0x4310
94c27d2d64afe2f3f75689d6eb441d8d,10,1,False,0x2f1b4
94e0a6ac77c5b713179b872232df44ac,87,1,False,0xd7f8
956892568ca45af462d960cf4995fc13,97,1,False,0x4a410
95bb0c14893dd95cef2e99f5e2709e94,44,1,True,0x59a00
962738cfa6836fb601662c8565ff2b4a,3,1,False,0x8900
965bea593225c4292a0887ceef71849f,33,1,True,0x22e04
971788d6a323cc9df33cbfe807c1d3a5,80,1,False,0x299fc
974894c6378335aa0488c9ad4a58f4fe,174,1,False,0x32438
9769b3ae5e5de5d1e07e16f4b0e9bc68,70,1,False,0x505c0
97c87f0bac5228ad26fc746c125777d4,69,1,False,0x51000
9835250df13f2ea0399240ceff6c07c2,1550,1,False,0xe604
98679d98171515cd76b25a6909e53c55,36,1,False,0x51260
989a4e9e95e9b9673d106b5d8924e71e,65,1,False,0x8d28
98aef7602af2baeba41606a624f1f92e,65,1,False,0x16964
98cf1a0fb2af31f387d935eb165bc578,84,1,True,0x2b464
98febc170ea01d19b86619387fcc91f9,6,1,False,0x11210
993e83099cc524725304259ece60a74f,48,1,False,0x54330
99ffaa93e17da7e43ded18cfdf360341,119,1,False,0x1f11c
9a31bc306af11d0f9cc8e497b9d30097,28,1,True,0x2f880
9aa04299a91de14036059e009630c4b7,12,1,False,0x24404
9b714b442e95f7043563707b4e84c5f5,43,1,False,0x249b0
9c45869cd73d1980b4cb8b6b68a7f3f9,309,1,False,0x90f8
9cd6d15da49dff4a66dbc28ecf652183,24,1,False,0x4f850
9d017e5ed436e75991164a7220a930a0,200,1,False,0x16f18
9d734a20ed0fdb9efb436d9c8ad9ce62,83,1,True,0x8980
9de98c43a33934329ec94d117cfe8518,243,1,False,0x45320
9e62d4d50c75808b519770256f3a126e,45,1,False,0x4ea70
9e632e23bd9888e2ae34093198e409ea,106,1,False,0x590b0
9ea186c6d9d1fffec27d3afba838bb28,5,1,False,0x11240
a1009b061ce390aafa7de4144d025de0,159,1,False,0x29fb0
a13a73a8b9e91cef2b9a538f39b50107,16,1,True,0x4b8c
a15de6fdce151ede45ac56738791df7e,75,1,False,0x1ee24
a18641ed3bab8d113f934cab4dcf0587,40,1,True,0xa724
a21706f3d21bbdf81c122e0b61bbf3eb,46,1,False,0x53280
a322cecc5356dc2bab9370170278e707,118,1,True,0xd9c4
a351102c68f1d223579148e92dd134c4,71,1,False,0x27e14
a3ca5b027b61517a83395f01e4b865f9,129,1,False,0x45118
a449a0975e8ed121808f8da74fed35f1,2,1,False,0x543fc
a516180619f43c808d17c0b3528421bb,9,1,False,0x51a10
a655e6ad041b8a23ef3a191b3c905fdc,17,1,True,0x48b74
a68ae580ca9a92a02d27df132910b5da,41,1,False,0x123e8
a6bf9326c5c35d1b65e183a8845f986c,41,1,False,0x17610
a6dde41873b25f95d149230db6c75784,5,1,False,0x423cc
a6f6ef74c885d8c613d926f4ddb2a41a,35,1,False,0x48534
a7859568d6c922f015a2bbae1437562e,24,1,False,0x33ab0
a79b558d0c68e2487153af77f481bc9e,23,1,True,0x57160
a79d3b5cf367d538138b7909b9361197,11,1,False,0x519e0
a8742961b494ef5bbad8ed4957418c78,167,1,False,0x81f4
a8d05f0b6ce533e022518ac0f663d615,45,1,True,0x37b64
a92ad64450cf1d91399608d66bef7724,26,1,True,0x37c1c
a965512c279aba09e89faedb6fce7919,73,1,False,0x277d0
a9a94c3097b9103cfa5635ab869306f8,148,1,False,0xa9f8
aab1928b59ee34786a861a8e4f3d2ed6,59,1,False,0x37ce4
ab6d0dfff55e3a433c743d731e189280,63,1,True,0x24754
ac223138d0420691e741eafb80c34895,41,1,False,0x17fa4
ac9e631bc9f657fb80c26b0da83e7af9,46,1,False,0x5694
ad5e7a3419952c7f18b15e67d0aa6c5e,16,1,False,0x4e130
ad70a6e22c345caba9c94eea95173f16,47,1,True,0x1f724
adf8a2cba65c39a80444ec4803c2ac9c,74,1,False,0xc94
aedf5c9b8d1df519b7e12a86561834fd,54,1,False,0x1d9d0
af22a2f91ba74ca6c155a6b9aaa2de78,160,1,False,0x1a84
af55233b96424593bfe14343e7cdb8d2,94,1,False,0x41adc
af63b506d546be702f2da09c57043ff5,118,1,True,0x3c78c
af7e99db89eb8d8cd11055df186f5530,478,1,True,0x30ea8
afc35afaa6ee41589b6c3176d3d83c9d,207,1,True,0x572c0
afc91cd1d61a8cca9427fbb7389e01d2,26,1,True,0x8cbc
b035e51a9efb1fe2df8fd5e59333863d,44,1,False,0x1f7e4
b03b28f00efe44a647a096a62e4ba3a3,7,1,False,0x5336c
b05ba5869ad47f140f6b41e70d3b8f40,34,1,False,0x1168c
b1bb7f6504e9869978d1d39540755415,25,1,False,0x54fc0
b257a9e6f53eb22bdda60aa5c62083d5,57,1,False,0x5a930
b2cd00e11b515fcda6b93daedded379f,57,1,False,0x54880
b2fff45667356af4f2cd60bfcb2b94e7,211,1,False,0x16614
b33ea9ff540fa11dd929172004139726,51,1,True,0x6a70
b458de9ec5fc9bf62fa6adba2ddf7fe9,112,1,False,0x54c70
b4dcb429f3b66ddc2f2abd83dd0ae2eb,174,1,False,0x1873c
b4dcd19adc0c174b33330e69e2c7a80d,43,1,False,0x52050
b4e49b6edd3b97fa0745ffd06a37fe09,100,1,False,0x10950
b4ef6f167634a52b2594522e34a9c9f5,58,1,True,0x32c50
b580ab9adc77007b741ac6d3b963a5c2,378,1,False,0x44a78
b682bb075423d3df0a82b3db14ce79b8,71,1,True,0x22b2c
b7491904c0e18501536d318e040f1a27,47,1,False,0x51b00
b7cdd7f07f3e7ee306cc84e056fbf72a,217,1,False,0x991c
b82d4f06a6b90e4093dffd6dbeeb4541,113,1,True,0x55530
b8997d9e11ce1d3aefd9c551a7d20a79,2124,1,False,0x456f0
b8bb1cbd18c4911ab4c2d218b43d5ab3,26,1,False,0x47c3c
b8dbe788f46d7360ef22e9bb76e70492,135,1,False,0x4f8c0
b93b9eea821a46c4bc1b881c32c1b01c,76,1,False,0x34224
b961b219aad26db30e0120a9f1bf53e7,19,1,False,0x4e180
b9944c465590aad55b55f2da74da239f,78,1,False,0x16034
b9bb204264825646e39aca4a2ec53a3f,64,1,True,0x1f898
b9d65ad1be4a399523442fa70a5c3c93,127,1,False,0x4dcc0
b9e7205322cc8392f55c9c64fc4b59ac,168,1,False,0x395a0
ba32dc84998ed69a01dc6a342cf334b3,300,1,False,0x7d40
ba5fe58edbc86224a5f72447ef0af15c,64,1,False,0x51cc0
bb5d1cb1f137d323b69329cc30036808,28,1,False,0x3823c
bb623dc488d6afcaa0d1c670f54cec21,25,1,False,0x287f8
bc0595f26bd062405d3446f53a82473f,22,1,False,0x34b84
bc20e81d3d110c8f50c859d5bc25ed18,31,1,False,0x21c
bc7e3c76f6a175c3472f5ee4d849d5ba,47,1,True,0x50190
bc8bdffa359d9ec99a60d83c30cfe9e3,72,1,False,0x4d530
bd2f3da1b710977645dce9cf5f78d1d9,259,1,False,0x26034
bd4a125aa1d1a5dafd57de829a9fae26,78,1,False,0x537f0
bf16887e3c8b538514701ad3f4df9677,36,1,False,0x55270
bf4cb753e04725ec3de121f9b31da074,41,1,True,0x24ae8
bf5d2e0ee42abe2b86419c3afef3801a,211,1,False,0x183ec
bfac6b204b46bde635c0392831e63d9a,329,1,False,0x25874
c150119764476f4259b634cc9c74927a,86,1,False,0x1d7a0
c1cdc7f3a4d7c582fdc1880d3b2082ea,315,1,False,0x14e84
c350efa685efcd2c503d96685b64928b,243,1,True,0x59590
c4595a777e137f2940fb96dd0e5c866e,30,1,False,0x555c
c4870a69d2522b479ef38b28f446f788,122,1,False,0x8ad0
c4a506fe7c0d8cd08e43a72b7500bad8,45,1,False,0x29288
c5261b7a33893bb67471ad237244945b,29,1,False,0x528d0
c55e9281f195d5be6cf124a30950a27c,101,1,False,0x1fae4
c569733e7dc36504b492584a9bbab35f,22,1,True,0x2423c
c6fb4189b35c12fce771de1d583a5442,77,1,False,0x51120
c7ac0ed8016327bf7f6e6d7bbaff875c,35,1,False,0x551e0
c847268a25c118a84b2a36d88a4c74f3,32,1,False,0xcc
c909a07522aace2a2bb73d6cb6de7853,26,1,True,0x2a3b0
c960083d63e1a563626de71058763df5,19,1,False,0x54a60
c997cb15634a6f9e4746fff987a598b6,25,1,False,0x24948
ca37170bca327f3c92d74f9e2f46bfba,33,1,False,0x54404
ca4a3ffe47c7322022eb5f315196beed,13,1,True,0x13d08
ca5d425b4df34c1eba52749e177d532b,436,1,False,0x21668
ca690d13e790a8ffbac1b3f04271feef,70,1,True,0x28e44
ca781a4f20ac9cbb41074ccd2fc8bafb,24,1,True,0x1f2fc
cacd70615e9b5cec5b10096dcb66e4b1,163,1,False,0x28104
cb8f6f37503a59813a4a5b7b884dc200,22,1,False,0x4e0d0
cc4c4fdd2d6ea643e635ece5874f9027,641,1,False,0x58250
cc5bd1240f683b0bb35351c952fa5dc6,11,1,False,0x48f70
cc5e5dab36c6afca898293ff55c1c190,26,1,False,0x47bd0
cce4fdc60a7b4160b2d7ba863ea811cf,155,1,False,0x3f74
cd201d559a21824783cdf757700602ee,112,1,False,0x8594
cd40f462ad722ff9a0c599236f55b8b5,58,1,False,0x2bc4
cd8851bc4a130520fd421e0c316212bc,51,1,False,0x4814
cddbf853d7744a35ac19ea59076802bc,101,1,True,0x203f0
ce492b671d0fd3dafdb2b07081d17fb3,6,1,False,0x53cc0
ce7192046cefac7331abb6464fba7e45,41,1,False,0x50250
cfe9c37ec61b72265aaa4ca8d16708fc,25,1,False,0x26d58
d00bc076dad3d999018e33701c6bd782,22,1,True,0x37c88
d01a461ce7b63a4890c330d5f5064d3e,33,1,False,0x2978
d0759dd70beecbb37bf7dc3686a5f046,28,1,False,0x11618
d07db556f6c058aa81596f0e69d75f99,6,1,False,0x4d270
d0ea3ec65f64e30fb7aceb71a3b5d3b4,58,1,True,0x1ef50
d1594e155ceb25c9d69287d96f15e47f,36,1,True,0x38cf0
d178c4f9f8feb2fc9730d4200571ce3b,78,1,False,0x1dd94
d2782a3e4d1204d64499bd9c6d5fe2f1,87,1,False,0xde60
d31ea394f3c3ce0b947fa58512b59a4c,99,1,False,0xfe40
d4d67e445fc458caa08bd1eef0308e51,529,1,False,0x55f00
d5f13240c8b342591c5d0c761a075dff,103,1,False,0x4a860
d7ba2178960b03c8ca20a171df8bf45f,435,1,False,0x1558c
d7d7cad1e572f2c9224f278dfc828c0d,99,1,False,0x303e8
d7fac5e6f32f75cfa094b9a725929e15,15,1,False,0x55400
d825d21856ff109a0920211ff3c7ddb6,26,1,False,0x4fae0
d83b8b390f52071357564f40e0fedca1,161,1,True,0x41564
d89b26d958352add5e8c1dfce2fe3ff1,46,1,False,0x176b8
d8e22de098125a07ea6d33cf1cfe3ce1,149,1,False,0x2f70
d917b7bd2b9e0b437d2b5efb9f88c584,125,1,False,0x4eec
da255fa5f019359690a940213ad61b73,85,1,False,0x55da0
da9804015a82ea3a2b684ab36d1a3245,54,1,False,0x2cb0
db06a650cd708da1f19a82dc5871995c,145,1,False,0x13020
db5113218d9fd1b6b426f11b3620cd4f,562,1,False,0x56868
dbf0c2072d0ea37caa59eb0ace118b25,217,1,False,0x54518
dcb2c28deddb75a6bb6a6449d1dfaa4c,219,1,False,0x4e700
dcda1b3d8422aaeb8710410e975a6638,21,1,False,0x5b550
dd94ef30b510eaf59dd22ec30fb81d81,535,1,False,0x20cb8
ddaf8fa5d5a4f6892d7dd4fa6144aff7,14,1,True,0x2a830
ddb67ab0cf968951216d3b39f4427cba,53,1,False,0x50300
de3066981566d502e933a8222e378a67,90,1,False,0x53388
de7c95db9eb4c6bc9fd4d41a81ee9b15,152,1,False,0x48910
df61088859503db3d27f03db6a2cdb75,57,1,True,0x48404
e0e6958aaddd5bd2cf790929e2b1ea43,2025,1,False,0x426b0
e10d59a88037a4853a3ee01bd45be824,61,1,False,0x17eac
e1448261c8ccda666ac77c1d736357cb,49,1,False,0x54ba0
e160287a5f2a4fd8efe8e322fda0a3ce,276,1,False,0x521d0
e1bafff2ec27dab6f6433746fb8b354a,35,1,False,0x34bdc
e22c29a57934e606e1d9d9c7e3040329,43,1,False,0x420e4
e3397a937c084522507c5223cf0bbdfe,20,1,False,0x550e0
e3dc9a41d04a9badbfac557588c8ae3e,66,1,False,0x50af0
e3f7fd271bd37a8ee3cd708508458e9f,86,1,False,0x8f9c
e4e24d511d30ba2f6882006f25135349,336,1,False,0x37c
e4edc410e30534d61714558e11fb4cb2,14,1,True,0x4514
e504677bf07782b624583e5ff206940a,19,1,True,0x2aac8
e51b7b94e2645b7e3c46b5fa5429de85,26,1,False,0x5ac80
e51f2adf66f34dd98d4f3cfcb9a3ba54,75,1,False,0x2fc90
e52746d291db50cc3db0136e219e2939,29,1,False,0x13d78
e55af9af654781d85a4d366e2825aef6,43,1,False,0x1a8d4
e55d636d08984d273b08cd2ce018ba9a,8,1,False,0x4ec8
e5c36cdf505d26df68e29b454dd274a4,7,1,False,0x1e120
e5f956bc3023fc1c379d1779a0224d6a,163,1,False,0x23d94
e65ccc9bd0b1bcd42abb585ec7942693,248,1,False,0x2594
e666bc446e51a1e49df0b344b517625e,96,1,False,0x57d50
e694c035bc8eae7bd2217042e2d571d1,74,1,True,0x30578
e6e58e93a12aa501a39fd1307d517a5c,58,1,False,0x2485c
e85233bf243fe7930d7b97cfa1ddfb53,37,1,False,0x110cc
e892baf6da1a1e71cbb6ffbb51afed61,49,1,False,0x11e60
e8c4896a13780c864963235dcc957cb7,64,1,False,0x11514
e976337e6d6393691fb4ff8f7d855a88,117,1,False,0x558b0
e97ae8f65dd42ef868211ea8bb798986,80,1,False,0x4e5b0
ead85bd5567e4873254f1016fc0cdcce,59,1,False,0x37ec4
ebe29cb5034f82f6b2990c8df6868c82,130,1,False,0x39118
eca7144d13293ee41116c3dbe95d9745,72,1,False,0xdc0
ed6be0f1670f23c8d0449c56edc8de49,25,1,False,0x6424
eda001223cd88bdacd97033dda237115,36,1,True,0x1d93c
edd9b755d3adfc0122d61991fa362256,153,1,True,0x4da50
edec50868c6aae384ca7104bff980be5,77,1,False,0x293e0
eea394394a7a1bf891925e4250ef6adc,110,1,False,0x374e4
eef684de67fb6c90cc6e4fd894f8d6eb,55,1,True,0x1f03c
ef59eca1781e116347f08936a63f228e,19,1,False,0x414f8
ef72de3f29140478097e66f6480fadb9,41,1,False,0x55030
efe1dd4a5edb539ad641dc08b8c92967,33,1,False,0x12490
f0212f77ac696efad3e5d5b359ddb5c2,70,1,False,0x4eb48
f04c1881c8d8930aa28b774295bd5559,16,1,False,0x4dee0
f0e5a91c06f88050bfce512412679fab,43,1,False,0x571c0
f0f1981073fc3ce6534fc7f45ca80871,13,1,False,0x17be0
f0f4e8f0a50e29e5111d2eed47b7dbdc,55,1,True,0x3d0d0
f0f93f15c94021a47eba15eb837fa4fa,106,1,False,0x26f6c
f108476b6d2d1beb25ace5628cb624bd,95,1,False,0x125f0
f23432af4b8fae86659e77423f7e663e,90,1,False,0x11bc0
f2876f304ffa827a67a8091dbc4db13d,8,1,False,0x10000
f2a291ac7cc9dc4a075db897abac8f5f,116,1,False,0xa288
f2caa3774d8c45e0fc038520bc016467,84,1,False,0x5b330
f34b9eefb817212c3093a0ecb8031267,81,1,False,0x1f99c
f4cc606c9f02a92d8d584d88170d016d,46,1,False,0x51a40
f59202c2b6fedd73c5e7f4b63cd99d55,71,1,True,0x4e490
f595a4f37714000e0a55dc38dd71a6c1,19,1,True,0x34934
f5b041f7484c6cb44e8a8e804915f8cc,42,1,False,0x5aa20
f5c90ad0dfa7814f647412b210051e33,10,1,False,0x52b10
f643e1e7e678e30ef19b267236b6d943,80,1,False,0x15c5c
f64d363b540b5b80ead3b31662134468,17,1,False,0x52100
f66e34d4cb555b9159e47fbe9641030c,66,1,False,0x5fb4
f71ebfef9506dd99e8f0c0e348f7a2a9,489,1,False,0x4efc4
f7ee951712f5bb77012be6d520b708a9,65,1,True,0x4d900
f85d2dc9cbdf995f86fad6b3c1b7c9af,141,1,False,0x1a69c
fa690bbb181b4b30c8f7b37f07c2e3a8,42,1,False,0xe3a0
fa8aef34014fe8d30e6893bd8dbb3b95,46,1,False,0x160
fb6e439c5c17c49a74e2d39873f6d391,35,1,False,0x48bc0
fc09613a97bdcee6739fa7d8b5e903c3,17,1,False,0x55d50
fcf5744761030cad9829e08fafe14db0,125,1,False,0x47dc4
fd5d9b215768e22b6dc8fac0e2702ab5,741,1,False,0x2b5b8
fdb674d9ddf149d04c9efdb5f0c2d517,1125,1,False,0x1b348
fe2a956165a7e197ba5037c78fe01785,64,1,False,0x1db4
fe6cd914cd98860f2f2b36e082dec992,13,1,False,0x13d40
fe76e07f9898e8e678c8ae3fb60819e2,59,1,False,0x59f20
fe7933638df685268e89a1711efff3b4,54,1,False,0x4f770
ff4bc431bcb2b6050618026ade19ada1,24,1,False,0x24314
ff7e0fec35199e37546c0db4325646a8,393,1,False,0x2fdc0
