procedure id,#instructions,#samples,inYara?,4ac8d962c6072b77f157c5d6459b887a658d66d5
88ec944875105ce6d846c4a885dd7c0e,90,1,False,0x2f350
891d2ff42ae859b66ff9a09c08d7bf6b,20,1,True,0x4f00
8951a33f80385a1f12270e489ae29245,23,1,False,0x36760
89b3d997299784e25634da523c06d2dd,31,1,True,0x3067c
8a94614fb6564ab71b0974008ac963be,21,1,False,0x1b20
8ad2db034194a1b29dcd0cab341078a1,14,1,False,0x5af0
8ae15f1e5cd83592e8e1019e9c5b4083,25,1,False,0xc380
8b880a74f2d5c8a261f4a364fa428a34,31,1,False,0x36908
8bac971f00410eab7ce32b5ea460f93f,37,1,True,0xf4e0
8c053c685b8233817be62caebddd793f,20,1,True,0x3003c
8c2df9ca52ce992a3463815ef51f7b20,17,1,False,0x37d2c
8c3f18a1f3ca93a48da6e5c36a48b774,1080,1,False,0xf7f0
8c69ba1c0ad0a500e25930b182a9f313,43,1,True,0x21080
8d238ed909b083b3fcfd8b4351616148,19,1,False,0x2de10
8d875d3ca0e036a8eb530c4ca1fd190c,12,1,False,0xb8d0
8d8dd94d82acf674dd03a86fce2e11bf,93,1,False,0x3310
8db20dc6fa4c212c19a1c2634a811d95,2674,1,False,0x22eb0
8e1eae65045268cb3a6b5e8470340a56,61,1,True,0x388f6
8e47b7890a08ea280001ca353b4e81e2,12,1,False,0x31a3c
8e6bfafbe294570411ae7d4201f2145b,41,1,True,0x1d860
8ec9e935c15e12e635ed8ded412596f1,90,1,False,0x18650
8f67899075f6f8c442287fcdca6309e9,180,1,True,0x1eb90
8f6d83646979eb6153479f1a57c48a21,11,1,False,0x345a0
8fa7220a66945c609bfd226e23a57cc2,12,1,False,0xb630
8ff74114db9634df745a1a34063dac38,59,1,False,0x334f0
915c10eeeba8f509ee859fc3e0a14df3,15,1,False,0x33ab0
91a381a0d24ec545bbbbdeefb19779ad,211,1,False,0x3a461
91c5b5df2ec96877b0b5d1bdec4ad800,142,1,False,0x640
91fde88aecca41e19b6f40df535c181e,117,1,True,0x30780
92173d4b2cd54a60de7611e011b1ca63,14,1,False,0x32568
927ad397d99c590366e4045b689adba1,20,1,False,0x32598
92f104d19e80f7031ad914f9241c73e2,39,1,True,0x2470
9444320d154c9f0751aff4a73530f6b7,60,1,False,0xc480
94553f29e5b1cc67e889637f6898806d,31,1,False,0x17190
9597342485fa5903fb59696d29f24c47,7,1,False,0x35cd4
95a924bc8930732aa4159594343143e9,40,1,True,0x31f28
95bf6e0b7d1d2e11e869d04fee069a54,175,1,False,0x1a910
95f8815cd0aae06468174700ec38bb35,264,1,True,0x35110
9683451945fa6bce21169ade39774005,154,1,True,0x8e70
9692be498e19fe91e62065833d3c6885,243,1,True,0x22a80
9692d5bc37565ab63e7b558c36279e1c,48,1,True,0x9ad0
97012af95f54fc5b0b73544662f10399,15,1,False,0x38504
9736ba1a500ed3049c7e1197a727bfda,39,1,True,0x1fc0
979327cf591d9d6fc8a5c567bb369d1b,55,1,False,0x3a218
9808843c0a435cde643d0c4c632a8568,65,1,False,0x3a770
981cacb3e39613d6c82e13446946e0eb,68,1,True,0x2eb10
9850d9581f276c2ed61abb375dfde2e0,37,1,False,0x2dd20
985448135134ac234cfcf567787aa9e2,33,1,True,0x150d0
996469566428f6c6024ae8ed67b29ee7,19,1,True,0x2e750
99a917fc280aa4bf0f437f8d0cad96ec,11,1,False,0x125b0
99fe889b394548f6888e4480631dd03b,22,1,True,0x1b1f0
9a4714cc17749f1adc24d1a2dc4b74d0,26,1,False,0x1b280
9a7657c2055828f630740cf0371943d2,57,1,False,0x1b3d0
9adef7c7c8b9eba14fcdf0eae29c6a65,46,1,False,0x31874
9af083c0287b55c0f91d95d2e30fb663,1102,1,False,0x9bf0
9af9c8c156f1d695a39676f35027c5a6,48,1,False,0x9b0
9b10f8846eae6151b8d8395c5deca7ec,8,1,False,0x30764
9b3ed8a0d6e1458513b5192d264e87d3,77,1,True,0x170b0
9bd14deca40e321ba38bdb50dd6d1a4e,42,1,True,0x39e70
9bf9db5f25ef02e04a4b15b27cd7a93c,87,1,True,0x30bb4
9c02ba865a6bae73c4c5aab44d0b7acc,60,1,False,0x35b8f
9c83909626485959815071ca706ee556,365,1,False,0xf030
9cc172b29a811abb3631057a1d23ffa9,12,1,False,0xef10
9db063e08aa18f0afcb00821023cec86,13,1,False,0x398b8
a01dcac298ce901647e182c0ddc8c2a1,95,1,True,0x1dcc0
a063cf47d080ba2882b336ddfafe57ba,88,1,False,0x173a0
a1ceee2a7b3cefb655bc180b10afbddd,10,1,False,0x17210
a29a860f68e3415a68b5e6142bc5139a,133,1,False,0xf60
a2b2fc3942ca7cf4b3b408cdbdbfaae0,28,1,True,0x28cf0
a2beb99264c41e19a4df9d1528ba4d59,25,1,True,0x1a8c0
a3363fff29a0d77d365d8323c28d371a,277,1,False,0x17690
a3b9b00b92432797877cfd04a0d1280a,40,1,False,0x12620
a4646d5aa9e37de3a8c4a0fdf544d28e,95,1,False,0x11c10
a46f923e9489e4baf7132f0fd2c874db,91,1,False,0x6580
a474364d725d0506ff7ae4eb99a4e52d,369,1,True,0x9120
a5dbec47d1ed90d2949d997cc2414537,25,1,False,0xb830
a6bcce3d5605abc048bebbdb5eea1df2,60,1,False,0x1eeb0
a6d67ca3a90179dda16dc732db304cb7,44,1,True,0x12480
a796cfdc5561c1aa5c56dbd12621bb07,18,1,False,0x324e8
a79c81ef1206dc77d2e846bb62e42049,181,1,False,0x8960
a8bfa37c352fd6837a8d45599e63596a,7,1,False,0xbd90
a90145c1666467b9107df0a03483ca25,233,1,False,0x2fb0
a92e66e98be298f4453b1bd241006273,13,1,False,0x300c8
a9a39aff04833e5467e93393be057505,20,1,True,0x17f0
a9f4832140a68f902066741a10874500,148,1,False,0x2270
a9f62f187ac5cf27b48d2ce4f877f476,10,1,False,0x30aa8
aa17bdaaec84414fcf4db81726f40c74,148,1,True,0x2ed60
aa827baf729c3d30008da5ffac841572,32,1,False,0x18290
aaadfb0d213271c67347d568c1f12452,61,1,True,0x30c9c
ab075e383ba48300003795dfd6d69ed0,36,1,False,0xebd0
ab1e39978b498e627673851c56f28fdd,16,1,False,0x4580
ab49698f0cbf08356de0ec1c3a49ecde,44,1,True,0xc840
ab517091aa1355690fe5f9e5debe9d26,49,1,False,0x1b570
ac1e156420e79fb37c31ee0ea8201803,151,1,False,0x1de00
ac63d9c69eff909318d13360b5bab42d,29,1,True,0xcd60
acae9baf7601ac0d645bac1743203c85,2260,1,False,0x25cf0
acca56d15406d20806b1532b58c70f1f,46,1,False,0x36528
ace1096eefa8df73126eecf626438e64,75,1,True,0x5140
ad2a8057ce92d295b736d07c21e7efa7,25,1,True,0x3a108
ad2a8cd716ce623316cb635c54d87fc8,44,1,False,0x5e70
ad68483f29686deb3906237ef75949f7,54,1,False,0x1bf20
ad9b612e961a1d48e81ffad35150352a,140,1,False,0x2b6e0
adb7d1d4aabe7259342cfcd75f0512f8,11,1,False,0x12590
ae29926a7b19ba2127ffe775bdccb5c0,162,1,True,0x2ef30
ae7e00b416356cb3e1c9802d1cd3f4aa,17,1,False,0xa50
ae7fd49ef0acef617537dcadcc1bc87e,115,1,True,0x1ea10
ae9763e45a1f5aafbb2599a3864dacf5,15,1,False,0x1b360
af611f767d3f33101e74b5ba21bb2fb6,168,1,True,0x1ab60
afa10322ce026f6b3aaca7e42cf4697d,118,1,False,0x108e0
afe7bbc347bb2b01ed69fd36a07a041e,46,1,True,0x2fd90
b009497da8c5190b915215da683becfc,42,1,True,0x36d84
b036edf08888cf641b2d52385e1c393f,39,1,False,0x3440
b1698bdfdf28c72ad0525610b2c989f2,10,1,False,0x28cd0
b1d622b6db3212a00812ce401f965122,44,1,True,0x4990
b2053164a1edeb55fda83c218716afb3,39,1,True,0x50d0
b23c9a602f3229b5d3da6b32df9cdd4e,23,1,True,0x1a60
b2e58df5349b6febabc933819417897e,222,1,False,0x11900
b3831cc6b74f076da737908e8bddda28,50,1,False,0xc00
b3eaba929e7575584b163a81b5af988a,61,1,False,0x21410
b4b41d45499d6db7577123a0a7e508c5,76,1,True,0x1d6c0
b56a878a6325e7549cb066d1196cb638,55,1,True,0x375b0
b5cd4893f89b9a8f473a4076e59c290a,8,1,False,0x30b9c
b6e0bbcdf21dd72915310b97ca936d18,18,1,False,0x46e0
b707e7fb06d8334349afbc967aee0bdc,52,1,True,0x17aa0
b7c5734e6f5e9550106d7e251e8ea5c6,12,1,False,0x3fe0
b7df48c2cfbfd566a3f1adc422151090,53,1,False,0x18d60
b871b8fcee8402c78811d9328cbb7f30,71,1,False,0xef40
b9018f70d43362241df03e2fad5b1135,32,1,False,0x36958
b915f1f5ad22a4261ca72271861730f2,23,1,True,0x16fc0
b9191ed8afcc556700102c736fa5455d,16,1,False,0x360d7
ba5a1a3b2fc54496e211dea34843717d,114,1,True,0x22590
babf76cb24efde99313cdcb20102b01a,104,1,False,0x12890
bad816632ce88715b09b3d6d651ae222,134,1,True,0x28970
bbb7fa9e3f59fe5357e1d12c4073a924,8,1,False,0x32510
bbc252a5fad8bb4ad364c63fb83be200,22,1,False,0x1f3f0
bbc5ebd0c425fd62a28e657d633554ee,21,1,True,0x4f40
bbce99868656fe1bef915046657a46c1,31,1,False,0xc2a0
bbe83320d61652a864915f8c34085423,40,1,False,0x1b610
bc030390e034ab39648032c631dd32a9,13,1,True,0xee20
bc6b210e251452526f469f5b5f906a36,6,1,False,0x33a73
bc7695bcff04a3299ae135ae477b0f27,38,1,False,0xda90
bc85c17d906890532d8bb185d8844860,22,1,False,0x39e38
bcc60620c5e45d8121642f2891c4f282,30,1,False,0x1f320
bcd705797ed074b5088563fc7d436504,62,1,False,0xcc70
bd01632f103cca40c0be623a8685e95f,59,1,False,0x216b0
bdb0d427397ec73f13c93c26dafe5e85,78,1,False,0x7380
bdb699de9de1bfb794f53b54a660f10c,136,1,True,0xba20
bdcbebe3cd5978545ec6c8b0c8276d55,1,1,False,0x35950
be37f624eb0a3156b34c35100c97a4be,38,1,False,0x28bd0
be3a89a3fc0d7a08ab660132bda56b36,471,1,True,0x18ef0
bef738ab533071fd58342281e3997205,111,1,True,0x1830
bf071cca70ad60f154ce5c001e9f21d5,58,1,False,0x1b2c0
bfb9076a96f0d86815f5ca6c63091f27,36,1,True,0x2040
bffd23c035729091ad273a093dc78155,114,1,False,0xd6e0
c0e35f6c5b3366eaa16e35dd3edaee20,20,1,False,0x302ec
c19a825daeb936e69c77cfd3a1056414,561,1,False,0x19b30
c2004f7936e70657d6720b2607c505a8,38,1,True,0x398e4
c2af169e6a0f76f582750489e424d3ea,8,1,False,0x369b0
c3292d84c5b41066173caf79de7df081,46,1,True,0x2e6d0
c3506cf315ccdb84476056ee9e178b9d,22,1,True,0x318e4
c3b17dc6ff5581122dcc2eda86d64c7d,42,1,True,0x21e0
c4cfdd2149de1ac60c325884363b2a3d,12,1,False,0x12410
c510ae1296f9ffa22ad64870895f48dd,376,1,False,0x37fac
c5c284fd3bcb4908fb18b43e3694ce39,55,1,True,0x36c18
c6023fe84b4302cf494a60cfeb533d2b,10,1,False,0x30a68
c62243c98ea6e814667a702778792eda,21,1,False,0x2a10
c6672aa1f49abbb493f1eaac34e522b2,254,1,True,0x34144
c701209aacaedacb177eca444f111a4a,39,1,False,0x35b31
c7d4d1e8bf9cbe71a1780a183948e2eb,58,1,False,0x2ec90
c7d9e1b16619df60a94e1469265927ff,27,1,False,0x1a00
c8d01eeab834e9ce91b0cd524a70da7f,46,1,True,0x1f790
c8d87278db1cfd6f281d009c638c0ae9,12,1,False,0xbce0
c90c2a84e107f84e82858205b3978c78,22,1,False,0x17ce0
c9756a7714c7cd4cbdfd31e0e99ea4b6,97,1,False,0x36598
caa7d513eaa292698fd8f075ae9340df,13,1,False,0x34714
cb69605f1877aa0a96fbf5e6f02fe81f,30,1,False,0xdb20
cbdab36efccea28a587a4f171e0726bc,23,1,False,0x369d8
cd0e7e44140ab7f11f9eb14962cfe5a7,63,1,True,0x74f0
cd1da7f6cb9db9294400f82a151e2b47,9,1,False,0x57c0
cd220885bb0a42d7b6a9b6c973a69f5a,49,1,True,0x7000
cdb6205aa17462bb1dab96db06572b01,29,1,False,0x2de40
cddecd6b559ddfac306a7743c3561cb9,203,1,False,0x79f0
ce068757e11cf3eafdb5cc3843226846,39,1,False,0x2b3e0
ce6509e61e944e5ba55748c78c930afe,2081,1,False,0x2bb20
ce7525083fa97028d0ce9b272e947557,19,1,True,0x34670
ced7bf09a4b68d3f8124c4c9355c900e,16,1,False,0x28ba0
cf358a3c986fc06630298328086a0483,9,1,False,0x1f630
cf4117f2415325b9a5e63f4c0a1f962d,29,1,False,0xc2f0
cfda178d13c4b014ef37ea5b80d4d474,33,1,False,0xe9d0
d0bb40966965d78d7e94c9813aff28c2,61,1,False,0x3a168
d0e361b1be281f5e6f2ed63e1c7e8fad,77,1,False,0x1430
d11bfd205c5c58d83890c4ad0fadd7ee,36,1,False,0x107c0
d1667c85e24e2e9343f42c1626e604ed,43,1,True,0x2ea0
d1788bda509f206a6a74d826798baa63,112,1,False,0x28d50
d1dea5404260f019eedf07d1065f7bb0,59,1,False,0x2fc50
d20c079119576b80b2950c533165c0b5,53,1,False,0x129b0
d220a8aab7eb58e1b7b9545dca0bb9b8,35,1,False,0x3a2c4
d289bf03487f7332a40d4fe08cc1c2ee,36,1,False,0x33a24
d2a113527746818f8984bf7ba87014df,12,1,False,0xb6c0
d2ec4e165eb0ad8ab6c529d2e87e539b,40,1,True,0x31ff4
d3c65e9bdb16b1629e6c639aeecbcddd,426,1,False,0x1d070
d3eaa5bb0e4851cae0f4118abd4d4a93,54,1,False,0x35448
d44cd1ccfb6f911e55b9698d16c2dd06,562,1,True,0x3487a
d48667e49576cee6c241db37eaca47fe,98,1,True,0x4430
d4a6332381d8636385ed5063cc522712,19,1,True,0x4e20
d51fbc1e29f4b4d3aebde1bbdc18dc9b,257,1,True,0x1ef60
d5d8249793725101d7db67aa9dd15674,23,1,False,0xbbb0
d65ef360d7709f11fe192b1ab0508fff,122,1,True,0x36117
d6756958e8c6377035c7cf6c283a580b,30,1,True,0x1b230
d6a152daa54b07223873111a1f0863b9,17,1,False,0x346b4
d6b5660ce1f5cf7998622def5ef99b13,139,1,False,0x12220
d720f8adf2765543b6d8b4b14f4080c4,122,1,True,0x14f40
d727117431c10db8b451d5d7effe1523,28,1,False,0xeec0
d7a794b5eb86515f89be043e2ff58f05,48,1,True,0x30384
d7db8be1cbc6bea1811cc2d9587f1233,21,1,False,0x4850
d85cf8bd83655711eba3da271c68654d,40,1,True,0x30494
d892c7950f0095f83d1a6d6f145d1165,553,1,False,0xaff0
d90ba9356f099f70c244b4b49e0bca16,117,1,False,0x18c00
d92043756cf16dd3713a2c2c156add5e,25,1,True,0x10d30
d956c3c33ef73e1ca82e05e8fe2aca1d,35,1,False,0x3690
d9643f346cb6e0e02c52edcb61bbc9da,41,1,False,0x2f170
d97a6a09394a3a0b5efebef120256a68,10,1,False,0x17330
da93aa96d93204a98740b78aeb536b71,78,1,True,0x20560
da995becf2ee9f04c16edb01b15725f8,185,1,True,0x30dec
db1aae0e10a98e751a3caa5691e60106,13,1,False,0x168
db6899ab978bf1b481698a6e6a1e3649,32,1,True,0x2dd80
dbc7aad9144574c6d44cf41e31e7a657,422,1,False,0x15850
dc312e75d52b0e264f1a89ed7bef25a0,25,1,False,0x12ad0
dd3aa8fe2c0922e13e23e6a95569b0f2,293,1,False,0x11d60
dd6532baeaf9ddd3b215bdc6f66b400f,17,1,False,0x3a0b0
de55a30daf8632f08f7ccf7d216419d1,98,1,False,0x2b2b0
de5bebd7d770b5f8ba5002b1bdf73440,222,1,True,0x22030
dfb4ec06091f83a4ccd2fa49a7898677,217,1,True,0x33e14
dfe5d14ba1ee871f2be933d132f756f8,14,1,False,0x5b10
dffb48942080196c8adc120c17cb77ed,21,1,True,0x30a18
dffd30dda9b46cee7888dcb2709aa327,49,1,False,0x18000
e0d62a8870e9802bca5d35cfa27e9275,76,1,True,0xb740
e1679bdb245b4606c4ed4c438fa9ac3c,53,1,False,0x18e50
e192b5249d7c4f646a570945c3ce4924,570,1,False,0xe080
e1be31e96f70e04abbee39244308e243,70,1,True,0x1b880
e1d4659de438f6c6668aed9bd22ab945,41,1,True,0x1b7f0
e1d98998292aef5b58611460737167fc,50,1,False,0xe900
e2213632402832715f2e6d1572709826,58,1,True,0x6db0
e29d735d24af809237dcff6f275399df,21,1,False,0x31160
e2bf650604b4c55a4cea5754758ae05a,23,1,False,0x175a0
e30b2b33f94384fe6e8d662a0bbaf8ab,21,1,False,0x322fc
e30fde395c4ef311f36b77550c46c91f,99,1,False,0x16b00
e3b126049d2bd4e8269814975377c0cf,105,1,True,0x12670
e40ee9a8f6803cdd9d3d2481ef7b5d3a,35,1,False,0x2ff74
e41a553c55dbfd92f8b7bfc357cbfba7,37,1,False,0x2aa0
e52d4fcf3de663761f954d599eefdf4e,10,1,False,0x31e34
e533500a4f09b1cac7494b5462fc50b4,64,1,False,0x3ed0
e59443e26c0071c3935410ec8f11ce7b,4,1,False,0x37d1a
e5f180533692301478262097070137d7,37,1,False,0x17260
e6186fcac1a3464f0a02cc2b52e77e2a,227,1,False,0x1cdd0
e62c60577ea33221bf1370fe8cb06ad4,40,1,True,0x4e60
e67d028bfa96ebbb425ebaa2cab3a92d,44,1,False,0x20d0
e68fb2c4e6a1755efa6a196a11449588,63,1,True,0x362e3
e6bad55acf56caccd2fc95b3cd7210e7,15,1,False,0x8c0
e6f829dcdc696f1fa3bfe53a058c1d0e,13,1,False,0xe9a0
e79e47806c32d1ca05561ac67291d734,419,1,False,0x21960
e7abbf151c6ed97de07f7dc7cdbdeaaa,33,1,True,0x31030
e861b083608f895f4014c5b2f9f83b8e,44,1,False,0xb70
e8b4d32d1f2132e4709e7fe3ed4a5675,136,1,True,0x168a0
e900685f2f6634a25ce378b442d7d323,49,1,True,0x32290
e92ee9b06fb5953904450463b1882b2b,136,1,False,0x63c0
e9d3f2926240fba53134f866a27bcebf,119,1,False,0x1b6a0
e9f6710283571ba19a40a4cb7f556d11,170,1,False,0x33851
ea11d1d6ff12c9a2aca395237a903daf,35,1,False,0xc3c0
ea1ab5c5502590cb65b98fb7756ef227,53,1,False,0x21150
ea26bc1e05ff9205140c86d56b5bada6,48,1,False,0x1770
ea5461264799e39b4b92591782761216,439,1,False,0x16280
eab1f9ab7b207ef0ce099b5c3173e1d1,48,1,True,0x32448
eac30f929722599cc36652d74e20fcd6,118,1,True,0x37f0
eaf6c3c952fc9d25497ad55cc33b7cd0,25,1,False,0xc340
eb8524ed01fcbed77f4fd73546649478,136,1,False,0x18750
eba7a7d849b0f13bd166f5a856eca33a,24,1,True,0xdb80
ebda27b12d36cdf07ba3cc65413fa9d4,14,1,False,0x347f0
ec1136115a048fe99282e187ec2b7800,59,1,False,0x34e0
ed46e5db7db77a453479e36bab07aff9,89,1,True,0x20640
ed93e41901208bb3d7895f6f62a17604,55,1,True,0x36a40
ee06be0c6533486ffa0a13064756a4bd,73,1,False,0x3583c
ee1ab671be6d7e079f606258dd29b41a,13,1,False,0x171f0
ee295dbf0bc365a2efd7e2b422dafeda,13,1,False,0xbd70
efbdec8e54dd22b49bbf6f933a51462f,27,1,True,0xee60
efd6fef3ff1107adda41165afb404fe9,37,1,False,0x16c20
f032dea08a023b3e86f8451823aa371d,28,1,True,0x212d0
f083dc4cf678c43e0a6d81289121efa8,166,1,False,0x2b8c0
f0db9851537fc04822c76c9dae093b13,425,1,False,0x15250
f148085cc18288e4a950e4d57a41dc67,18,1,False,0x1b5e0
f1a83bf82f09ce70de14e553217e848d,10,1,False,0x54a0
f21af024f2899b175656d7e1b47d0a1e,180,1,False,0x2b450
f236ab44da69494654de0ad7b27433b1,31,1,False,0x36e9c
f270f381455b567c0a5f044a05b6a7c8,9,1,False,0x39970
f2947150f6dc7d877c6462a8a353c518,64,1,False,0x4a20
f3d48df0516a11979b2af38216637a4f,11,1,False,0x4890
f442ca910436e12241cbdb784fbf06b1,111,1,True,0x2fe30
f4710908a964755251c3aab2f837150c,12,1,False,0x2ed30
f47d05f8afb5291783c50bf1c4ffa5ac,29,1,False,0xd400
f4874873cba56e68a96e9d39838a13c7,70,1,False,0x3205c
f51b580274ed2ea5bbedfa5d21a055b1,23,1,False,0x8f0
f57d2ac9528319d29039ed7bdb84d229,15,1,False,0x1380
f57e9af471e4d0da9ed2f4107424de63,131,1,True,0x1d8f0
f6398cf3fb6c3e75343dd0ed7b678ad0,140,1,False,0x450
f67c421cc18b854edfe630837d6f3053,28,1,False,0x3121c
f6dee1139c1277adaced85bfb6ccbd52,32,1,True,0x36bc8
f747680c148216b46dca11b74f573ac2,154,1,True,0x37de8
f749f6359b9bcd509431af71b54bfb37,18,1,False,0x324c0
f7634d692d24a1054df6dd14d5d3ab28,51,1,True,0x21250
f80fa0cb4e2c77470a558275c3f162dc,92,1,True,0x2df90
f82c8859d22a942c6fe843f49b3e1a17,56,1,True,0x5b30
f8a43a78a6051e1b0713c401ce34bf8c,19,1,False,0x2dde0
f8bc901ddcc77b331bbc982957d1a0de,8,1,False,0xda70
f8db1e18b45f6bcfdd9ea5bd1b078fe0,9,1,False,0x1f600
f90a25107a86a62a8a04f149aa43e7b8,9,1,False,0x94
f91ca16e6fb8a475215abaf34fc63b62,777,1,True,0x328a7
f9e19c3fb254864adc95b582271bdaa2,251,1,True,0x1a3a0
fa3203154c7ee55fe91d84637226f4de,40,1,True,0x5990
fac3d6056f19e26f242de7827514a09e,16,1,False,0x58f0
faff2e590915edc532cd2ddbc2c17ac5,24,1,False,0x19a0
fbab7c68cc34e2ed3e6fc1643bd44a0d,174,1,False,0xd460
fbbf592ad578fe43ead3c3f42002a3ab,14,1,False,0x34854
fc20a010079e1a6516c4baa0efcf4747,365,1,True,0x2f750
fda0715030925da7d89fd7ff8794a443,70,1,True,0x326cc
fdadaf95643b06f2f9768ea106c64df9,27,1,True,0xcee0
fe8ffa8aed84cfcb173ba0abe9fbfc9c,49,1,False,0x1cca0
fea5bebc48b13483f986708d2318a99a,54,1,False,0x1ee00
ff45bfb74d44ac27b7830ce0ce32fc75,25,1,False,0xf10
